method,id_doc,n,k_injected,correct_flex,correct_strict,has_done,seconds,setting
ours,3,68,174,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,70,179,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,72,184,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,74,189,1,1,1,7.13,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,76,195,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,78,200,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,80,205,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,82,210,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,84,215,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,86,220,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,88,225,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,3,90,230,1,1,1,7.14,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,0,0,1,1,1,7.35,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,2,5,1,1,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,4,10,1,1,1,7.33,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,6,15,1,1,1,7.35,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,8,20,1,1,1,7.35,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,10,26,1,1,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,12,31,1,1,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,14,36,1,1,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,16,41,1,1,1,7.33,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,18,46,1,1,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,20,51,1,1,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,22,56,1,1,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,24,61,1,1,1,7.35,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,26,67,1,1,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,28,72,1,1,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,30,77,0,0,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,32,82,0,0,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,34,87,0,0,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,36,92,0,0,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,38,97,0,0,1,7.33,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,40,102,1,1,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,42,108,1,1,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,44,113,1,1,1,7.35,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,46,118,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,48,123,1,1,1,7.33,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,50,128,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,52,133,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,54,138,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,56,143,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,58,148,1,1,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,60,154,1,1,1,7.33,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,62,159,1,1,1,7.33,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,64,164,1,1,1,7.33,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,66,169,1,1,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,68,174,1,1,1,7.33,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,70,179,1,1,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,72,184,1,1,1,7.33,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,74,189,1,1,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,76,195,1,1,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,78,200,1,1,1,7.33,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,80,205,1,1,1,7.33,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,82,210,1,1,1,7.33,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,84,215,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,86,220,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,88,225,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,4,90,230,1,1,1,7.32,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,0,0,1,1,1,7.26,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,2,5,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,4,10,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,6,15,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,8,20,1,1,1,7.24,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,10,26,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,12,31,1,1,1,7.24,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,14,36,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,16,41,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,18,46,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,20,51,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,22,56,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,24,61,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,26,67,0,0,1,7.23,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,28,72,0,0,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,30,77,1,1,1,7.23,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,32,82,1,1,1,7.22,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,34,87,1,1,1,7.24,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,36,92,1,1,1,7.24,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,38,97,1,1,1,7.23,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,40,102,1,1,1,7.24,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,42,108,1,1,1,7.24,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,44,113,1,1,1,7.23,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,46,118,1,1,1,7.23,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,48,123,1,1,1,7.24,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,50,128,1,1,1,7.24,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,52,133,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,54,138,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,56,143,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,58,148,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,60,154,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,62,159,1,1,1,7.24,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,64,164,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,66,169,1,1,1,7.24,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,68,174,1,1,1,7.24,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,70,179,1,1,1,7.24,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,72,184,1,1,1,7.24,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,74,189,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,76,195,1,1,1,7.24,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,78,200,1,1,1,7.24,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,80,205,1,1,1,7.24,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,82,210,1,1,1,7.24,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,84,215,1,1,1,7.23,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,86,220,1,1,1,7.22,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,88,225,1,1,1,7.23,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,6,90,230,1,1,1,7.24,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,0,0,1,1,1,7.1,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,2,5,1,1,1,7.09,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
